emp_no,first_name,last_name,title,from_date
90582,Tuval,Akiyama,Senior Engineer,1992-08-20
90589,Bluma,Reinhard,Senior Engineer,1990-12-01
90591,Mark,Vesna,Senior Staff,1987-12-11
90603,Kristine,Birge,Senior Engineer,1997-11-29
90604,Goetz,Sabnani,Senior Engineer,1986-08-05
90637,Kauko,Kusakabe,Senior Staff,1993-02-03
90642,Yinlin,Savasere,Senior Engineer,1995-02-25
90648,Christoper,Bottner,Senior Staff,1999-01-02
90661,Christ,Marquardt,Senior Engineer,1985-05-27
90664,Ziva,Backhouse,Senior Staff,1996-01-16
90672,Xiaoqiang,Vernadat,Senior Engineer,1988-09-15
90673,Younwoo,Hutton,Senior Engineer,1990-07-10
90674,Tzu,Nastansky,Staff,1998-08-28
90680,Frederique,Nyrup,Senior Engineer,1985-10-12
90687,Babette,Limongiello,Senior Engineer,1993-10-02
90703,Badri,Perz,Senior Staff,1998-08-05
90707,Ibibia,Stasinski,Staff,1985-12-28
90714,Boriana,Manderick,Senior Staff,1985-10-31
90734,Alejandro,Zirintsis,Technique Leader,1990-01-28
90738,Pranav,Christianini,Senior Engineer,1992-02-25
90743,Rayond,Emden,Senior Staff,1998-02-13
90745,Richard,Marletta,Senior Engineer,1996-10-03
90748,Monique,Giveon,Senior Staff,1986-11-21
90749,Martins,Vesna,Senior Staff,1990-02-13
90760,Hein,Vingron,Senior Engineer,2001-11-12
90762,Paris,Choobineh,Senior Staff,1993-07-04
90765,Lein,Neiman,Senior Engineer,1987-08-06
90771,Divier,Luon,Senior Engineer,1990-11-22
90776,Bouchung,Skrikant,Staff,1996-05-02
90778,Leucio,Kaiserswerth,Senior Engineer,1996-05-20
90780,Kotesh,Clouatre,Senior Engineer,1998-07-13
90793,Jinpo,Acton,Senior Engineer,1993-03-02
90802,Magy,Isard,Engineer,1999-01-01
90805,Masoud,Sessa,Technique Leader,1992-01-02
90810,Barton,Buchter,Senior Engineer,1987-09-01
90811,Lijie,Babb,Senior Engineer,1995-03-10
90812,Marie,Thibadeau,Senior Staff,1996-03-02
90821,Jingling,Kadhim,Senior Engineer,1993-11-14
90844,Nahla,Heuter,Engineer,1986-02-27
90857,Kish,Thisen,Staff,1997-02-12
90862,Masadi,Billingsley,Senior Staff,1997-03-30
90867,Kristin,Parfitt,Senior Engineer,1999-02-18
90878,Odysseas,Tagansky,Senior Engineer,1986-06-23
90880,Prodip,Einsfeld,Senior Staff,1996-05-13
90886,Harngdar,Heusch,Engineer,1997-05-13
90889,Berhard,Braccini,Senior Engineer,1991-05-11
90895,Guenter,Lorch,Senior Engineer,1990-07-08
90901,Gudjon,Rousseau,Technique Leader,1986-05-10
90903,Richara,Sadowski,Senior Engineer,1998-12-15
90905,Gro,Casperson,Senior Staff,1996-03-25
90908,Toshimi,Cronan,Senior Staff,1987-12-12
90912,Kazunori,Feldmann,Senior Engineer,2000-10-29
90913,Xiahua,Levergood,Senior Engineer,1985-12-02
90914,Danel,Mandell,Senior Engineer,1994-04-28
90917,Alejandra,Streit,Assistant Engineer,1993-01-14
90923,Raimond,Bhattacharjee,Staff,1997-12-06
90925,Odinaldo,Bugrara,Senior Staff,1998-12-17
90931,Sadun,Rousseau,Senior Staff,1994-11-30
90936,Xinglin,Yavatkar,Senior Staff,1995-04-23
90946,Arunas,Chaudhuri,Engineer,1998-11-29
90948,Gully,Matteis,Senior Staff,1994-09-09
90957,Clyde,Atrawala,Staff,1995-04-14
90964,Basil,Kuszyk,Senior Staff,1995-03-23
90975,Dulce,Brickell,Technique Leader,1995-01-16
90978,Ramya,Ouhyoung,Senior Staff,1991-03-04
90993,Masaki,Benzaken,Senior Engineer,1988-10-27
90994,Xinyu,Merel,Senior Engineer,1993-01-23
90998,Jessie,Schwartzbauer,Senior Staff,1996-05-21
91009,Minghong,Liedekerke,Senior Engineer,1991-11-28
91018,Vitali,Binding,Senior Engineer,1994-01-22
91022,Alagu,Kropatsch,Technique Leader,1999-05-27
91023,Volkmar,Nitsche,Technique Leader,1988-12-09
91024,Roddy,Kinley,Engineer,1986-01-17
91029,Navin,Crooks,Senior Staff,1991-04-12
91032,Karsten,Tetzlaff,Staff,1988-10-23
91034,Masali,Hopewell,Engineer,1996-12-03
91035,Gudjon,Schneeberger,Engineer,1988-04-26
91058,Weijing,Litzkow,Senior Staff,1987-11-15
91080,Parviz,Skogmar,Senior Staff,1987-03-03
91093,Josyula,Luders,Senior Staff,1997-08-09
91101,Gennady,Siksek,Senior Staff,1988-05-10
91105,Willard,Murillo,Staff,1987-06-19
91107,Fuqing,Hmelo,Senior Staff,1997-07-07
91113,Goncalo,Begiun,Staff,2000-01-30
91117,Shem,Constantine,Staff,1992-05-10
91118,Stein,Dichev,Senior Staff,1996-05-07
91126,Constantijn,Piazza,Senior Engineer,1988-01-15
91127,Phuoc,Baar,Senior Staff,1999-05-12
91139,Gererd,Quittner,Staff,1999-05-03
91150,Kwee,Schaad,Senior Staff,1998-12-08
91153,Yefim,Clouatre,Senior Engineer,1992-10-21
91187,Shigehito,Falby,Senior Staff,1994-05-19
91194,Gill,Pietrzykowski,Senior Engineer,1987-08-11
91202,Yonghong,Zlotek,Senior Staff,1985-11-21
91204,Wanqing,Shigei,Senior Engineer,1997-06-25
91208,Anwar,Heyers,Senior Staff,1985-08-05
91210,Uri,Sabnani,Senior Staff,1985-07-18
91217,Xuedong,Nilsson,Senior Staff,1985-04-09
91225,Pranjal,Mamelak,Staff,1998-02-01
91227,Spyrose,Bala,Assistant Engineer,1996-08-26
91228,Hauke,Leijenhorst,Senior Engineer,2002-05-31
91243,Mads,Anick,Staff,1995-06-05
91244,Douadi,Rullman,Engineer,1991-02-13
91246,Xiaoshan,Makrucki,Engineer,1996-06-16
91265,Somnath,Ohori,Senior Staff,2001-03-12
91270,Xiahua,Hiraishi,Senior Engineer,1997-12-15
91274,Khalid,Gecsel,Senior Engineer,1996-05-11
91280,Surveyors,Conte,Staff,1994-02-17
91307,Gladys,Erva,Senior Engineer,1986-07-12
91310,Gaurav,Kakkad,Senior Staff,1988-01-08
91314,Hilari,Fendler,Senior Engineer,1988-12-24
91316,Sampalli,Hertweck,Engineer,1988-09-04
91325,Phillip,Beutelspacher,Senior Staff,1992-11-03
91341,Weiru,Fontan,Senior Engineer,1996-08-13
91348,Basim,Muchinsky,Senior Staff,2000-12-04
91350,Boriana,Murrill,Staff,2000-01-26
91364,Huai,Picaronny,Senior Staff,1992-04-08
91365,Xudong,Caine,Senior Engineer,1998-01-04
91367,Kerryn,Sluis,Senior Staff,1986-10-02
91373,Shigenori,Cusworth,Senior Staff,1992-03-29
91382,Oksana,Puppe,Senior Staff,1992-12-15
91387,Shakhar,Jumpertz,Senior Engineer,1993-10-28
91395,Golgen,Aseltine,Senior Staff,1996-10-02
91401,Taegyun,Fetvedt,Senior Engineer,1991-06-09
91411,Chenyi,Keirsey,Senior Engineer,1986-05-25
91413,Ekawit,Asser,Senior Engineer,1985-02-27
91420,Jacqueline,Suppi,Senior Staff,1996-12-24
91424,Mabry,Talmon,Senior Engineer,1995-07-12
91426,Alagu,Sidhu,Senior Engineer,1989-02-09
91429,Shaunak,Pollock,Senior Staff,1997-10-04
91438,Feiyu,Comellas,Senior Engineer,1996-01-04
91451,Akeno,Savasere,Assistant Engineer,1995-01-01
91452,Nevio,Flasterstein,Senior Staff,1994-01-03
91457,Volkmar,Schusler,Senior Staff,1986-06-09
91473,Gadiel,Kuzuoka,Senior Engineer,1994-03-03
91475,Pranay,Raczkowsky,Senior Staff,1988-01-01
91486,Willard,Nyanchama,Senior Engineer,1988-08-04
91489,Leucio,Viele,Senior Staff,1993-04-17
91493,Filipe,Gien,Senior Engineer,1993-01-21
91496,Sven,Casperson,Senior Staff,1999-12-07
91500,Bogdan,Kriebel,Engineer,1997-04-13
91506,Lillian,Isaac,Senior Staff,2001-07-28
91510,Chandrasekaran,Murthy,Senior Engineer,1994-01-13
91516,Kolar,Bazzichi,Senior Staff,1995-05-23
91517,Serif,Hofstetter,Senior Staff,1997-04-29
91519,Danco,Panienski,Senior Staff,1986-12-09
91521,Akeel,Murthy,Staff,1997-09-17
91527,Basant,Klerer,Senior Staff,1994-08-08
91541,Slavian,McFarlin,Senior Staff,1992-03-24
91553,Arfst,Wendorf,Assistant Engineer,1985-04-02
91557,Yuping,Gomatam,Senior Staff,2000-12-20
91563,Hugh,Munos,Senior Engineer,1990-04-14
91564,Sungwon,Schueller,Engineer,1994-09-18
91566,Hongzue,Rohrbach,Senior Staff,1993-12-02
91583,Dinkar,Kroft,Senior Staff,1990-07-12
91589,Jaber,Kavraki,Engineer,1995-03-09
91602,Jackson,Weedman,Staff,1995-09-17
91607,Josyula,Speckmann,Senior Engineer,1987-02-07
91608,Sachio,Osgood,Senior Staff,2001-08-28
91614,Yechezkel,Wixon,Senior Engineer,1987-04-17
91620,Jenwei,McDermid,Engineer,1998-01-19
91623,Haldun,Manderick,Staff,1999-04-24
91630,Saniya,Maquelin,Engineer,1999-11-28
91632,Bingning,Penn,Senior Staff,1987-09-03
91637,Gino,Menhoudj,Staff,1998-09-14
91638,Youjian,Siprelle,Senior Engineer,2001-03-24
91656,Clyde,Collavizza,Senior Engineer,1995-09-05
91662,Jeane,Riexinger,Staff,1985-07-17
91675,Parke,Wrigley,Senior Staff,1999-11-20
91687,Nobuyoshi,Terlouw,Senior Engineer,1995-10-29
91688,Vishv,Veevers,Engineer,1995-07-09
91694,Maha,Showalter,Senior Engineer,1991-11-01
91702,Kensei,Stanfel,Senior Engineer,1993-11-20
91708,Mori,Bahi,Senior Engineer,1998-05-05
91720,Phillip,Suwa,Senior Engineer,1994-12-16
91722,Yonghoan,Dolinsky,Engineer,1997-07-08
91740,Marie,Mandell,Engineer,1985-06-04
91746,Kiam,Cools,Senior Engineer,1994-10-14
91756,Xiaobin,Vandervoorde,Staff,1999-03-18
91763,Abdulla,Gronowski,Engineer,1998-11-26
91774,Hugo,Pietracaprina,Senior Staff,1995-01-02
91775,Kristian,Nishimukai,Senior Engineer,1992-11-15
91799,Dayanand,Gill,Senior Engineer,1987-08-18
91802,Alassane,Meriste,Senior Staff,1993-07-28
91807,Susuma,Masaki,Senior Engineer,1997-01-22
91813,Zhiwei,Bernini,Staff,1998-05-28
91820,Arunachalam,Hofman,Senior Engineer,1988-08-10
91822,Maren,Bala,Senior Staff,1998-08-11
91845,Caolyn,Zeidenstein,Senior Engineer,1996-08-26
91846,Subbu,Selvestrel,Staff,1997-05-31
91850,Rasikan,Keirsey,Senior Engineer,1993-12-26
91864,Danco,Mondadori,Staff,1988-02-05
91871,Selwyn,Androutsos,Senior Engineer,1990-05-01
91885,Fai,Moehrke,Senior Engineer,1993-03-04
91888,Peer,Werthner,Senior Engineer,1994-01-12
91891,Mariusz,Peac,Senior Staff,1990-05-01
91898,Dines,Brlek,Senior Staff,1998-04-21
91903,Rosalie,Kaiser,Senior Engineer,1991-07-17
91904,Cordelia,Penttonen,Senior Staff,1990-07-15
91908,Munenori,Kalsbeek,Senior Staff,1996-05-10
91912,Dzung,Marletta,Senior Engineer,1986-11-24
91913,Alain,Hofmeyr,Senior Engineer,1997-07-03
91927,Yongqiao,Valtorta,Senior Staff,1994-02-06
91932,Zhenhua,Crooks,Senior Engineer,1993-05-15
91933,Alassane,Radivojevic,Senior Engineer,1996-04-26
91947,Bikash,Slaats,Senior Engineer,2001-09-29
91953,Nirmal,Luks,Senior Staff,1991-05-11
91971,Anoosh,Guenter,Staff,1995-01-09
92003,Martial,Matheson,Senior Engineer,1996-05-06
92027,Georg,Adachi,Senior Engineer,1994-07-31
92031,Yuriy,Gyorkos,Staff,1999-05-15
92043,Chriss,Lortz,Senior Engineer,1997-08-24
92053,Uri,Gonthier,Engineer,1998-09-22
92054,Gonzalo,Cooley,Technique Leader,1986-09-11
92063,Deniz,Olivero,Senior Staff,1996-12-01
92082,Beshir,Peris,Senior Staff,1987-11-30
92089,Youjian,Fiutem,Engineer,1998-12-28
92093,Ulises,Diderrich,Senior Engineer,1993-02-28
92095,Ekawit,Pargaonkar,Senior Engineer,1994-08-04
92112,Isamu,Felder,Engineer,1988-11-10
92117,Djelloul,Hammerschmidt,Senior Engineer,2001-10-13
92128,Manton,Servi,Senior Engineer,1996-08-07
92133,Tran,Sommer,Senior Staff,1994-03-23
92135,Sakthirel,Kitai,Senior Engineer,1988-12-07
92136,Isaac,Kamber,Senior Engineer,1996-02-04
92140,Heping,Khasidashvili,Senior Engineer,1988-09-16
92142,Subir,Siksek,Engineer,1992-06-04
92144,Ymte,Rosar,Senior Staff,1987-08-12
92145,Marl,Schueller,Staff,1996-11-14
92157,Ioana,Matzel,Senior Staff,1992-08-04
92159,Monique,Stentiford,Engineer,1989-11-15
92166,Mara,Miara,Engineer,1994-06-11
92185,Sarita,Cannane,Senior Staff,1993-11-06
92191,Conal,Ossenbruggen,Staff,1999-11-30
92210,Kazuhito,Assaf,Engineer,2000-03-02
92225,Make,Versino,Staff,1995-06-23
92232,Hilari,Worfolk,Senior Engineer,1992-09-14
92235,Leni,Bauknecht,Senior Staff,1993-03-01
92244,Vojin,Gadepally,Staff,1990-09-29
92248,Alejandro,Liesche,Senior Engineer,1998-03-26
92251,Jianhao,Furudate,Engineer,1995-07-13
92262,Danae,Imataki,Technique Leader,1992-08-12
92263,Takahiro,Spataro,Senior Staff,1994-05-06
92266,Tzvetan,Polajnar,Engineer,1999-09-22
92285,Mart,Benaini,Engineer,1997-08-08
92295,Caolyn,Hemaspaandra,Engineer,1990-06-30
92305,Srinidhi,Nooteboom,Senior Engineer,1993-11-14
92313,Xudong,Setia,Senior Staff,1994-10-23
92321,Stamatina,Borovoy,Staff,1993-06-09
92322,Jolita,Grospietsch,Senior Staff,1991-09-18
92323,Florina,Azuma,Staff,1999-12-27
92338,Fun,Verspoor,Senior Engineer,1995-01-25
92340,Berhard,Nitsch,Senior Engineer,1993-11-15
92344,Paloma,Hanabata,Senior Engineer,1988-12-19
92354,Chaosheng,Lammel,Staff,1998-07-19
92355,Leah,Beerel,Senior Staff,1991-03-14
92359,Berto,Hanratty,Senior Staff,1994-05-11
92373,Angus,Lupu,Senior Engineer,1994-04-14
92374,Wayne,Homond,Senior Engineer,1995-10-11
92378,Sadegh,Basagni,Senior Staff,1993-08-31
92385,Nagui,Armand,Senior Staff,1995-08-06
92402,Noritoshi,Kriebel,Senior Engineer,1992-01-13
92410,Filipe,Ranon,Staff,1988-12-01
92415,Zorica,Lemarechal,Senior Staff,1991-12-30
92417,Aimee,Pollacia,Senior Staff,1995-09-11
92421,Trygve,Huttel,Senior Engineer,1998-12-31
92429,Mariusz,Yurov,Senior Engineer,1995-04-11
92431,Heon,Bage,Staff,1988-04-27
92441,Shugo,Bennet,Senior Staff,1992-05-17
92442,Lenore,Birdsall,Senior Engineer,1991-03-12
92466,Rajmohan,Varman,Senior Staff,1992-09-20
92479,Jinpo,Leuchs,Senior Engineer,2000-12-14
92485,Hein,Turnbull,Senior Staff,1999-04-12
92489,Bowen,Murthy,Senior Staff,1996-09-24
92493,Constantijn,Merro,Senior Engineer,1997-09-30
92508,Alassane,Baaz,Senior Staff,1991-02-17
92513,Honesty,Asrin,Senior Engineer,1999-02-18
92517,Mamdouh,Suessmith,Assistant Engineer,1994-04-04
92533,Martine,Eastman,Senior Staff,1991-09-07
92535,Sarita,Pero,Senior Staff,1995-06-10
92536,Nitsan,Rouquie,Senior Staff,1990-08-02
92550,Uzi,Krybus,Engineer,1997-05-12
92555,Mabo,Erez,Engineer,1992-04-11
92563,Kensyu,Ranze,Senior Engineer,1987-06-09
92592,Kirk,Lorho,Senior Staff,1993-06-13
92627,Xiaoshan,Yurek,Senior Staff,1997-01-28
92637,Adhemar,Denos,Senior Engineer,1999-03-26
92644,Hideo,Baig,Senior Engineer,1990-05-10
92646,Xianlong,Fadgyas,Senior Engineer,1994-02-16
92652,Pramod,Mansanne,Engineer,1998-04-01
92667,Aloke,Takanami,Senior Engineer,2000-05-28
92683,Kwan,Bouloucos,Senior Engineer,1996-11-19
92688,Mitsuyuki,Schahn,Technique Leader,1999-06-04
92690,Jackson,Yurov,Engineer,1998-03-09
92720,Sungwon,Bondorf,Senior Engineer,1995-06-08
92745,Haldun,Morrin,Assistant Engineer,1996-12-21
92754,Yucai,Kushnir,Staff,1992-04-13
92757,Valery,Waymire,Technique Leader,1995-10-18
92764,Zeydy,McFarlan,Engineer,1987-02-22
92770,Sudharsan,Braunmuhl,Senior Engineer,2000-11-21
92776,Elzbieta,Schapiro,Senior Staff,1988-05-13
92785,Lunjin,Underwood,Senior Engineer,1995-12-21
92790,Flemming,Binding,Senior Engineer,1992-12-21
92796,Susumu,Tagansky,Technique Leader,1997-08-17
92797,Shalesh,Ligten,Senior Staff,1992-02-27
92801,Marco,Vrecion,Engineer,1998-09-21
92802,Alair,Luks,Senior Staff,1993-06-05
92804,Tonny,Roison,Senior Staff,1997-12-16
92808,Hinrich,Junet,Senior Staff,1998-02-16
92821,Ute,Journel,Senior Staff,1997-01-21
92829,Nechama,Kalefeld,Senior Engineer,1994-09-27
92833,Jeanna,Jullig,Senior Staff,1995-05-14
92835,Freyja,Godskesen,Senior Engineer,1993-03-20
92842,Maris,Lorie,Senior Engineer,1996-06-29
92870,Atilio,Imataki,Senior Engineer,1995-12-09
92878,Phule,Birjandi,Senior Staff,1992-03-22
92879,Mana,Hellwagner,Senior Engineer,1997-02-27
92888,Chanjung,Capobianchi,Senior Staff,1995-01-29
92892,Eldridge,Cronau,Senior Engineer,1992-05-25
92898,Gil,Ghazalie,Senior Staff,1990-06-25
92907,Kazuyasu,Marshall,Senior Engineer,1994-02-15
92914,Murthy,Vecchi,Senior Staff,1990-01-19
92916,Neven,Plotkin,Staff,1986-07-16
92922,Aluzio,Eiter,Staff,1987-05-25
92941,Jayson,Luit,Engineer,1997-08-07
92945,Marlo,Tyugu,Senior Staff,1986-03-07
92946,Yannik,Thombley,Technique Leader,1986-11-02
92950,Weiru,Kushner,Senior Engineer,1987-09-03
92959,Trygve,Honiden,Senior Staff,1997-12-06
92961,Youjian,Speek,Technique Leader,1986-02-25
92962,Jayson,Kuszyk,Senior Staff,1999-03-15
92965,Weiye,Salinas,Staff,1998-10-27
92968,Moriyoshi,Gecseg,Senior Engineer,1995-03-22
92972,Marjo,Ramamoorthy,Senior Engineer,1995-09-22
92977,Alair,Naumovich,Senior Staff,1993-10-13
92980,Quingbo,Kakkad,Senior Engineer,1993-02-02
92983,Masoud,Rosca,Senior Engineer,2002-06-12
92987,Kiyotoshi,Emden,Senior Staff,1999-11-27
93001,Kersti,Pusterhofer,Senior Staff,1994-01-25
93017,Gian,Terkki,Senior Engineer,1990-08-21
93020,Masako,Fraisse,Senior Engineer,1997-09-24
93037,Martijn,Gronowski,Engineer,1997-04-02
93038,Chenyi,Michaeli,Senior Staff,1992-08-25
93039,Martijn,Heiserman,Engineer,1995-02-17
93042,Susumu,Massonet,Engineer,1988-12-29
93049,Christoper,Ananiadou,Engineer,1998-05-28
93061,Cheong,Matteis,Senior Engineer,1994-10-22
93080,Amstein,Heering,Staff,1996-11-06
93085,Evgueni,Parhami,Senior Staff,1989-04-09
93086,Arco,Lubachevsky,Engineer,1995-08-05
93095,Sushant,Krider,Senior Staff,2001-07-02
93102,Magdalena,Barvinok,Senior Engineer,2001-02-14
93103,Ramya,Kermarrec,Senior Staff,1991-07-26
93107,Martien,Buchter,Senior Engineer,1985-10-31
93108,Danny,Dayang,Senior Engineer,2000-08-25
93120,Maria,Calkin,Senior Staff,1991-05-21
93123,Kirk,Shackel,Senior Engineer,1997-06-29
93130,Kwun,Neimat,Senior Staff,1999-11-28
93143,Tonia,Makinen,Senior Staff,1998-08-03
93150,Piyush,Papsdorf,Senior Staff,2001-03-02
93160,Trygve,Hinsberger,Senior Staff,2000-11-26
93161,Giao,Garrabrants,Senior Staff,1986-12-04
93164,Frazer,Ruemmler,Senior Staff,2002-03-01
93183,Kenton,Marzano,Senior Engineer,1994-11-04
93189,Neven,Dalton,Senior Engineer,1993-07-17
93195,Domenico,Baak,Senior Staff,1992-10-30
93197,Arie,Magliocco,Staff,1999-05-02
93203,Danel,Zizka,Senior Staff,1996-02-18
93216,Dung,Chelton,Staff,1997-11-19
93219,Dulce,Kolinko,Engineer,1996-10-31
93221,Sanjit,McDermid,Senior Staff,1995-07-20
93222,Amalendu,Bottner,Senior Engineer,1989-06-06
93224,Shigeo,Gonthier,Senior Engineer,1986-02-05
93241,Juichirou,Borstler,Senior Staff,1986-11-27
93254,Shigeo,Cichocki,Senior Staff,1995-01-07
93261,Pintsang,Luca,Assistant Engineer,1999-11-20
93273,Eberhardt,Schwartzbauer,Senior Staff,1992-02-08
93291,Kasidit,Hofstetter,Senior Staff,2002-05-26
93296,Baoqiu,Montresor,Senior Staff,1988-04-18
93299,Hatsukazu,Swist,Senior Engineer,1988-03-06
93302,Mohammad,Porenta,Staff,1988-02-15
93314,Carrsten,Beeson,Senior Engineer,1992-09-29
93321,Masako,Nivat,Senior Staff,1992-07-22
93329,Shirish,Anily,Senior Staff,1987-05-06
93338,Shim,Stifter,Engineer,1993-05-07
93344,Bernardo,Escriba,Senior Staff,1993-01-07
93355,Shridhar,Pettit,Senior Staff,1995-08-27
93357,Padma,Prochazka,Senior Staff,1992-07-04
93359,Elliott,Takanami,Staff,1995-02-03
93366,Heejo,Schach,Senior Staff,1992-03-07
93381,Hercules,Streng,Assistant Engineer,1998-03-01
93385,Sibyl,Marrakchi,Senior Engineer,1992-11-24
93389,Sungwon,Hooghiemstra,Senior Engineer,1991-11-22
93396,Giap,Penn,Senior Engineer,1991-11-11
93399,Rosalie,Bennet,Senior Engineer,1987-12-09
93404,Shuzo,Willoner,Staff,1992-06-07
93405,Tamiya,Marrevee,Technique Leader,1985-12-14
93410,Jouni,Zastre,Senior Engineer,1996-03-07
93412,Sivanarayana,Sinicrope,Senior Staff,2001-04-08
93416,Naftaly,Flowers,Senior Staff,1993-05-15
93422,Nathan,Stiles,Senior Staff,1997-02-25
93426,Olivera,Kambil,Senior Engineer,1996-12-19
93430,Golgen,Baar,Staff,1994-02-27
93433,Abdelkader,Tchuente,Senior Staff,1991-04-16
93436,Ung,Crooks,Senior Staff,1999-04-19
93445,Shahaf,Imataki,Senior Staff,1995-06-06
93447,Gregory,Standera,Senior Staff,1995-03-20
93448,Dhritiman,Ibel,Senior Engineer,1992-10-13
93450,Jiakeng,Kieras,Senior Staff,1987-01-21
93451,Elliott,Staudhammer,Technique Leader,1996-01-08
93454,Subhada,Munawer,Senior Engineer,1995-03-08
93455,Tsutomu,Hashii,Senior Staff,1994-02-21
93458,Jagoda,Pero,Senior Staff,1996-06-26
93491,Margo,Heinisuo,Senior Engineer,1997-12-18
93492,Lenore,Yetim,Senior Engineer,1994-09-16
93493,Amstein,Byoun,Assistant Engineer,1992-06-10
93495,Lunjin,Gill,Senior Engineer,1987-09-12
93501,Yongdong,Nitsch,Senior Engineer,2000-01-23
93509,Lijie,Perl,Senior Engineer,1991-12-09
93512,Rutger,Ramras,Senior Engineer,1997-05-09
93519,Bartek,Kolinko,Senior Engineer,1992-11-01
93520,Angel,Unni,Senior Staff,1997-11-15
93522,Alselm,Ventosa,Engineer,1996-06-30
93536,Zhonghua,Zongker,Senior Engineer,1993-07-20
93539,Stevo,Heystek,Senior Staff,1993-10-04
93540,Vitali,Thebaut,Engineer,1996-02-01
93551,Sanjay,Shrader,Senior Staff,1991-06-23
93553,Maris,Swist,Senior Staff,1994-10-19
93561,Mario,Takkinen,Senior Staff,1998-06-14
93575,Srinidhi,Tchuente,Senior Engineer,1993-09-13
93576,Xuedong,Thorensen,Senior Staff,1994-06-17
93597,Shmuel,Karlin,Senior Engineer,1993-08-23
93601,Leucio,Piveteau,Senior Staff,1995-12-30
93603,Moon,Gniady,Staff,1996-10-29
93611,Mizuhito,Gronowski,Staff,1997-11-17
93622,Oldrich,Felder,Staff,1985-12-03
93634,Dietrich,Chelton,Senior Staff,1991-01-06
93647,Jiafu,Argence,Technique Leader,1991-05-18
93653,Filipp,Greenaway,Senior Staff,1995-03-15
93657,Nathan,Pocchiola,Senior Staff,1998-01-27
93662,Mong,Marwedel,Senior Staff,1988-07-23
93670,Djelloul,Pulkowski,Technique Leader,1985-08-27
93672,Uinam,Kopetz,Technique Leader,1985-10-16
93681,Bogdan,Klassen,Senior Staff,1993-06-16
93682,Mari,Mukaidono,Senior Engineer,1998-02-25
93686,Zhiwei,Radivojevic,Senior Staff,1997-07-22
93718,Moie,Kropf,Senior Staff,1995-08-04
93721,Supot,Isaak,Senior Engineer,1994-03-13
93722,Tetsurou,Kavraki,Senior Staff,1990-03-22
93729,Maik,Sadowsky,Senior Staff,1997-04-18
93730,Aemilian,Noriega,Senior Staff,1993-12-07
93735,Bernice,Krichel,Senior Engineer,1993-07-15
93742,Shay,Ushiama,Senior Staff,1986-11-15
93745,Mandell,Schrooten,Senior Engineer,1992-04-15
93747,Martina,Christ,Senior Engineer,1998-10-04
93751,Dinkar,Leuchs,Senior Staff,1999-12-05
93754,Xianlong,Ernst,Staff,1997-08-24
93763,Kazuhisa,Jullig,Senior Staff,1988-02-09
93778,Genki,Waterhouse,Senior Engineer,1987-03-04
93785,Francesca,VanScheik,Senior Engineer,1994-06-17
93790,Beshir,Wursthorn,Senior Staff,1994-03-05
93796,Zhonghua,Armand,Senior Engineer,1994-02-03
93798,Monique,Azumi,Senior Engineer,1995-03-02
93813,Giordano,Janetzko,Senior Staff,1993-10-31
93825,Rosella,Mitsuhashi,Senior Engineer,1992-08-23
93846,Parke,Bratten,Senior Engineer,1995-08-20
93854,Constantine,Rosaz,Senior Engineer,1993-11-06
93869,Lijie,Maccarone,Senior Engineer,1987-06-08
93884,Yucai,Felder,Senior Engineer,1992-01-20
93887,Zdislav,Sidou,Senior Engineer,1995-05-03
93903,Filipe,Capobianchi,Senior Staff,1994-10-31
93915,Genevieve,Waymire,Engineer,2000-01-29
93921,Chuanti,Driscoll,Senior Engineer,1997-05-27
93924,Lucien,Suppi,Senior Staff,1992-05-18
93928,Tomoyuki,Axelband,Staff,1995-09-24
93932,Giap,Parveen,Senior Staff,1992-10-08
93938,Boutros,Veeraraghavan,Staff,1999-08-09
93942,Thanasis,Tiemann,Senior Engineer,1998-05-26
93947,Toshiki,Heyers,Engineer,1997-03-08
93958,Morrie,Cyre,Senior Staff,1993-01-08
93960,Xianlong,Seghrouchni,Senior Staff,1991-04-23
93961,Chaitali,Brickell,Engineer,1985-07-16
93964,Shimshon,Chelton,Senior Staff,1988-05-21
93975,Gererd,Calkin,Senior Staff,1993-01-13
93976,Demin,Dengi,Senior Staff,1997-11-08
